                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                      80                                      779                  6.9999999999999996E-001                  1.8700000000000001E-002                  1.9120210276797485E+010                  6.6721104811235380E+008                  4.6246735217400746E+003                  2.1578493092137147E-001                  7.2360499977310777E-001                 -1.0371004147036424E+000                  2.8747084349282542E-001                  3.1088393166576876E-005                  6.9117674675025587E-001                  1.2893654032868747E-005                  5.1686873115123697E-003                  9.6335724449030501E-003                  2.2013919163940345E-003                  6.9999999999999984E-001                  0.0000000000000000E+000                  4.6668679303223609E-001                  1.3746957624751633E-003                  2.1879857314239273E-001                  1.9410682727088234E-003                  1.0277175259230196E-003                  6.1380673733700897E-003                  1.3646128628505452E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3630945078920668E+003                  7.3901680854247868E+007                  3.2439707305375668E+010                  2.1574388113428836E-001                  2.1574388113428833E-001                  3.7358661444738814E-048                  4.6554445258628584E-003                  5.0000000000000000E+001                  1.0000000000000000E+003                  6.0338794783106432E+017                               "r22.05.1"                               "gfortran"                                 "12.1.0"                   "x86_64-linux-20.12.1"                                 "CRMATH"                               "20220711"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                 brunt_N2                                  brunt_N                                   lamb_S 
                                       1                  6.9999999999999984E-001                 -1.4049844102951259E-001                  3.6653743474062237E+000                 -6.4751395094385344E+000                  5.0194626859812974E+000                  7.6642623438101809E-001                  2.1869705912256571E-001                  1.4876706496416148E-002                  9.1003621296374497E-004                  3.0166806476054853E-002                  1.9318376993615833E-005 
                                       2                  6.9999999999950779E-001                 -1.4049923276652485E-001                  3.6662370356116734E+000                 -6.4692134986117926E+000                  5.0262702236000161E+000                  7.6642623438101809E-001                  2.1869705912256571E-001                  1.4876706496416148E-002                  9.0524865392689960E-004                  3.0087350397249999E-002                  1.9328064668829704E-005 
                                       3                  6.9999999999855611E-001                 -1.4050074272542906E-001                  3.6677401113827792E+000                 -6.4592876638261600E+000                  5.0377333875572221E+000                  7.6642623438101809E-001                  2.1869705912256571E-001                  1.4876706496416148E-002                  8.8675041016124888E-004                  2.9778354725559449E-002                  1.9365897570718940E-005 
                                       4                  6.9999999999702500E-001                 -1.4050311767232795E-001                  3.6699026189617157E+000                 -6.4458395613591239E+000                  5.0533960037634538E+000                  7.6642623438101809E-001                  2.1869705912256571E-001                  1.4876706496416148E-002                  8.5710297804394325E-004                  2.9276321115262131E-002                  1.9428570527311413E-005 
                                       5                  6.9999999999505624E-001                 -1.4050607812603111E-001                  3.6721894582177694E+000                 -6.4326023897858979E+000                  5.0689778220205799E+000                  7.6642623438101809E-001                  2.1869705912256571E-001                  1.4876706496416148E-002                  8.1921760954196498E-004                  2.8621977736382316E-002                  1.9512195314480578E-005 
                                       6                  6.9999999999341544E-001                 -1.4050847115461781E-001                  3.6743084624196984E+000                 -6.4210802977699881E+000                  5.0826740598851714E+000                  7.6642623438101809E-001                  2.1869705912256571E-001                  1.4876706496416148E-002                  7.8782502804014272E-004                  2.8068220963220002E-002                  1.9584312531068354E-005 
                                       7                  6.9999999999177487E-001                 -1.4051080156753656E-001                  3.6768256198355669E+000                 -6.4082124110631948E+000                  5.0981258387260286E+000                  7.6642623438101809E-001                  2.1869705912256571E-001                  1.4876706496416148E-002                  7.5652043170264650E-004                  2.7504916500557614E-002                  1.9658435059621199E-005 
                                       8                  6.9999999998958751E-001                 -1.4051381812602309E-001                  3.6790366602033404E+000                 -6.3976623257191960E+000                  5.1109466236492684E+000                  7.6642623438101809E-001                  2.1869705912256571E-001                  1.4876706496416148E-002                  7.1499125629516901E-004                  2.6739320415731755E-002                  1.9760155919283656E-005 
                                       9                  6.9999999998849360E-001                 -1.4051529022971421E-001                  3.6805257918452434E+000                 -6.3908499172586133E+000                  5.1192883717564275E+000                  7.6642623438101809E-001                  2.1869705912256571E-001                  1.4876706496416148E-002                  6.9432512042378095E-004                  2.6350049723364487E-002                  1.9812147195458194E-005 
